"filename", "language", "JavaScript", "Less", "JSON", "SCSS", "CSS", "HTML", "Ruby", "Markdown", "XML", "Properties", "comment", "blank", "total"
"d:\do_an_duong\PlaceUp\BE_DuAn\src\main\resources\static\user\ctrl\ChangePassword-ctrl.js", "JavaScript", 86, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 93
"d:\do_an_duong\PlaceUp\BE_DuAn\src\main\resources\static\user\ctrl\address-form-ctrl.js", "JavaScript", 295, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 23, 332
"d:\do_an_duong\PlaceUp\BE_DuAn\src\main\resources\static\user\ctrl\buy-code-success-ctrl.js", "JavaScript", 108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 115
"d:\do_an_duong\PlaceUp\BE_DuAn\src\main\resources\static\user\ctrl\cart_user-ctrl.js", "JavaScript", 304, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 26, 332
"d:\do_an_duong\PlaceUp\BE_DuAn\src\main\resources\static\user\ctrl\forgetPassword-ctrl.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\do_an_duong\PlaceUp\BE_DuAn\src\main\resources\static\user\ctrl\home-ctrl.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 331, 0, 331
"d:\do_an_duong\PlaceUp\BE_DuAn\src\main\resources\static\user\ctrl\login-ctrl.js", "JavaScript", 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 63
"d:\do_an_duong\PlaceUp\BE_DuAn\src\main\resources\static\user\ctrl\order-ctrl.js", "JavaScript", 141, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 5, 195
"d:\do_an_duong\PlaceUp\BE_DuAn\src\main\resources\static\user\ctrl\orderDetail-ctrl.js", "JavaScript", 495, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 48, 569
"d:\do_an_duong\PlaceUp\BE_DuAn\src\main\resources\static\user\ctrl\product-sort.js", "JavaScript", 149, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 164
"d:\do_an_duong\PlaceUp\BE_DuAn\src\main\resources\static\user\ctrl\productchange-ctrl.js", "JavaScript", 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 14
"d:\do_an_duong\PlaceUp\BE_DuAn\src\main\resources\static\user\ctrl\profile-ctrl.js", "JavaScript", 198, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 20, 224
"d:\do_an_duong\PlaceUp\BE_DuAn\src\main\resources\static\user\ctrl\register-user-ctrl.js", "JavaScript", 146, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 13, 161
"d:\do_an_duong\PlaceUp\BE_DuAn\src\main\resources\static\user\ctrl\view_ctrl.js", "JavaScript", 476, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 35, 519
"d:\do_an_duong\PlaceUp\BE_DuAn\src\main\resources\static\user\footer.html", "HTML", 0, 0, 0, 0, 0, 57, 0, 0, 0, 0, 0, 1, 58
"d:\do_an_duong\PlaceUp\BE_DuAn\src\main\resources\static\user\index.html", "HTML", 0, 0, 0, 0, 0, 294, 0, 0, 0, 0, 4, 12, 310
"d:\do_an_duong\PlaceUp\BE_DuAn\src\main\resources\static\user\js\angular-animate.js", "JavaScript", 2220, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1457, 482, 4159
"d:\do_an_duong\PlaceUp\BE_DuAn\src\main\resources\static\user\js\angular-route.js", "JavaScript", 423, 0, 0, 0, 0, 0, 0, 0, 0, 0, 711, 91, 1225
"d:\do_an_duong\PlaceUp\BE_DuAn\src\main\resources\static\user\js\angular.min.js", "JavaScript", 271, 0, 0, 0, 0, 0, 0, 0, 0, 0, 67, 0, 338
"d:\do_an_duong\PlaceUp\BE_DuAn\src\main\resources\static\user\js\app.js", "JavaScript", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 3
"d:\do_an_duong\PlaceUp\BE_DuAn\src\main\resources\static\user\js\bootstrap-datepicker.js", "JavaScript", 1483, 0, 0, 0, 0, 0, 0, 0, 0, 0, 79, 110, 1672
"d:\do_an_duong\PlaceUp\BE_DuAn\src\main\resources\static\user\js\bootstrap-table.js", "JavaScript", 1196, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 229, 1463
"d:\do_an_duong\PlaceUp\BE_DuAn\src\main\resources\static\user\js\bootstrap.js", "JavaScript", 1388, 0, 0, 0, 0, 0, 0, 0, 0, 0, 189, 538, 2115
"d:\do_an_duong\PlaceUp\BE_DuAn\src\main\resources\static\user\js\bootstrap.min.js", "JavaScript", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 6
"d:\do_an_duong\PlaceUp\BE_DuAn\src\main\resources\static\user\js\chart-data.js", "JavaScript", 113, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 123
"d:\do_an_duong\PlaceUp\BE_DuAn\src\main\resources\static\user\js\chart.min.js", "JavaScript", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 11
"d:\do_an_duong\PlaceUp\BE_DuAn\src\main\resources\static\user\js\easypiechart-data.js", "JavaScript", 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 31
"d:\do_an_duong\PlaceUp\BE_DuAn\src\main\resources\static\user\js\easypiechart.js", "JavaScript", 233, 0, 0, 0, 0, 0, 0, 0, 0, 0, 78, 49, 360
"d:\do_an_duong\PlaceUp\BE_DuAn\src\main\resources\static\user\js\html5shiv.min.js", "JavaScript", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 4
"d:\do_an_duong\PlaceUp\BE_DuAn\src\main\resources\static\user\js\jquery-1.11.1.min.js", "JavaScript", 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 5
"d:\do_an_duong\PlaceUp\BE_DuAn\src\main\resources\static\user\js\jquery-3.4.1.min.js", "JavaScript", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 3
"d:\do_an_duong\PlaceUp\BE_DuAn\src\main\resources\static\user\js\jquery.min.js", "JavaScript", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2
"d:\do_an_duong\PlaceUp\BE_DuAn\src\main\resources\static\user\js\lumino.glyphs.js", "JavaScript", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"d:\do_an_duong\PlaceUp\BE_DuAn\src\main\resources\static\user\js\popper.min.js", "JavaScript", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 6
"d:\do_an_duong\PlaceUp\BE_DuAn\src\main\resources\static\user\js\respond.min.js", "JavaScript", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 6
"d:\do_an_duong\PlaceUp\BE_DuAn\src\main\resources\static\user\js\sweetalert2.min.js", "JavaScript", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"d:\do_an_duong\PlaceUp\BE_DuAn\src\main\resources\static\user\js\table-viet-hoa.js", "JavaScript", 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 24
"d:\do_an_duong\PlaceUp\BE_DuAn\src\main\resources\static\user\mail.html", "HTML", 0, 0, 0, 0, 0, 962, 0, 0, 0, 0, 244, 12, 1218
"d:\do_an_duong\PlaceUp\BE_DuAn\src\main\resources\static\user\menu.html", "HTML", 0, 0, 0, 0, 0, 266, 0, 0, 0, 0, 4, 2, 272
"d:\do_an_duong\PlaceUp\BE_DuAn\src\main\resources\static\user\product\Product.html", "HTML", 0, 0, 0, 0, 0, 141, 0, 0, 0, 0, 14, 4, 159
"d:\do_an_duong\PlaceUp\BE_DuAn\src\main\resources\static\user\product\ProductDetail.html", "HTML", 0, 0, 0, 0, 0, 243, 0, 0, 0, 0, 4, 1, 248
"d:\do_an_duong\PlaceUp\BE_DuAn\src\main\resources\static\user\product\contact.html", "HTML", 0, 0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 1, 55
"d:\do_an_duong\PlaceUp\BE_DuAn\src\main\resources\static\user\product\viewProduct.html", "HTML", 0, 0, 0, 0, 0, 101, 0, 0, 0, 0, 5, 5, 111
"d:\do_an_duong\PlaceUp\BE_DuAn\src\main\resources\static\user\purchase\purchase.html", "HTML", 0, 0, 0, 0, 0, 91, 0, 0, 0, 0, 0, 1, 92
"d:\do_an_duong\PlaceUp\BE_DuAn\src\main\resources\static\user\purchase\purchaseDetail.html", "HTML", 0, 0, 0, 0, 0, 211, 0, 0, 0, 0, 10, 10, 231
"d:\do_an_duong\PlaceUp\BE_DuAn\src\main\resources\static\vendor\bootstrap\css\bootstrap-grid.css", "CSS", 0, 0, 0, 0, 3511, 0, 0, 0, 0, 0, 7, 201, 3719
"d:\do_an_duong\PlaceUp\BE_DuAn\src\main\resources\static\vendor\bootstrap\css\bootstrap-grid.min.css", "CSS", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 6, 0, 7
"d:\do_an_duong\PlaceUp\BE_DuAn\src\main\resources\static\vendor\bootstrap\css\bootstrap-reboot.css", "CSS", 0, 0, 0, 0, 267, 0, 0, 0, 0, 0, 8, 56, 331
"d:\do_an_duong\PlaceUp\BE_DuAn\src\main\resources\static\vendor\bootstrap\css\bootstrap-reboot.min.css", "CSS", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 7, 0, 8
"d:\do_an_duong\PlaceUp\BE_DuAn\src\main\resources\static\vendor\bootstrap\css\bootstrap.css", "CSS", 0, 0, 0, 0, 8832, 0, 0, 0, 0, 0, 7, 1199, 10038
"d:\do_an_duong\PlaceUp\BE_DuAn\src\main\resources\static\vendor\bootstrap\css\bootstrap.min.css", "CSS", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 6, 0, 7
"d:\do_an_duong\PlaceUp\BE_DuAn\src\main\resources\static\vendor\bootstrap\js\bootstrap.bundle.js", "JavaScript", 4493, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1359, 1162, 7014
"d:\do_an_duong\PlaceUp\BE_DuAn\src\main\resources\static\vendor\bootstrap\js\bootstrap.bundle.min.js", "JavaScript", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 7
"d:\do_an_duong\PlaceUp\BE_DuAn\src\main\resources\static\vendor\bootstrap\js\bootstrap.js", "JavaScript", 3262, 0, 0, 0, 0, 0, 0, 0, 0, 0, 332, 842, 4436
"d:\do_an_duong\PlaceUp\BE_DuAn\src\main\resources\static\vendor\bootstrap\js\bootstrap.min.js", "JavaScript", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 7
"d:\do_an_duong\PlaceUp\BE_DuAn\src\main\resources\static\vendor\bootstrap\js\popper.min.js", "JavaScript", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 6
"d:\do_an_duong\PlaceUp\BE_DuAn\src\main\resources\static\vendor\currency\currency.min.js", "JavaScript", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 1, 13
"d:\do_an_duong\PlaceUp\BE_DuAn\src\main\resources\static\vendor\fontawesome\css\all.css", "CSS", 0, 0, 0, 0, 2963, 0, 0, 0, 0, 0, 6, 1428, 4397
"d:\do_an_duong\PlaceUp\BE_DuAn\src\main\resources\static\vendor\fontawesome\css\all.min.css", "CSS", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 4, 0, 5
"d:\do_an_duong\PlaceUp\BE_DuAn\src\main\resources\static\vendor\fontawesome\css\brands.css", "CSS", 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 4, 2, 15
"d:\do_an_duong\PlaceUp\BE_DuAn\src\main\resources\static\vendor\fontawesome\css\brands.min.css", "CSS", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 4, 0, 5
"d:\do_an_duong\PlaceUp\BE_DuAn\src\main\resources\static\vendor\fontawesome\css\fontawesome.css", "CSS", 0, 0, 0, 0, 2933, 0, 0, 0, 0, 0, 6, 1425, 4364
"d:\do_an_duong\PlaceUp\BE_DuAn\src\main\resources\static\vendor\fontawesome\css\fontawesome.min.css", "CSS", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 4, 0, 5
"d:\do_an_duong\PlaceUp\BE_DuAn\src\main\resources\static\vendor\fontawesome\css\regular.css", "CSS", 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 4, 2, 16
"d:\do_an_duong\PlaceUp\BE_DuAn\src\main\resources\static\vendor\fontawesome\css\regular.min.css", "CSS", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 4, 0, 5
"d:\do_an_duong\PlaceUp\BE_DuAn\src\main\resources\static\vendor\fontawesome\css\solid.css", "CSS", 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 4, 2, 17
"d:\do_an_duong\PlaceUp\BE_DuAn\src\main\resources\static\vendor\fontawesome\css\solid.min.css", "CSS", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 4, 0, 5
"d:\do_an_duong\PlaceUp\BE_DuAn\src\main\resources\static\vendor\fontawesome\css\svg-with-js.css", "CSS", 0, 0, 0, 0, 312, 0, 0, 0, 0, 0, 4, 56, 372
"d:\do_an_duong\PlaceUp\BE_DuAn\src\main\resources\static\vendor\fontawesome\css\svg-with-js.min.css", "CSS", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 4, 0, 5
"d:\do_an_duong\PlaceUp\BE_DuAn\src\main\resources\static\vendor\fontawesome\css\v4-shims.css", "CSS", 0, 0, 0, 0, 1552, 0, 0, 0, 0, 0, 4, 611, 2167
"d:\do_an_duong\PlaceUp\BE_DuAn\src\main\resources\static\vendor\fontawesome\css\v4-shims.min.css", "CSS", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 4, 0, 5
"d:\do_an_duong\PlaceUp\BE_DuAn\src\main\resources\static\vendor\fontawesome\webfonts\fa-brands-400.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 3447, 0, 4, 1, 3452
"d:\do_an_duong\PlaceUp\BE_DuAn\src\main\resources\static\vendor\fontawesome\webfonts\fa-regular-400.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 799, 0, 4, 1, 804
"d:\do_an_duong\PlaceUp\BE_DuAn\src\main\resources\static\vendor\fontawesome\webfonts\fa-solid-900.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 4645, 0, 4, 1, 4650
"d:\do_an_duong\PlaceUp\BE_DuAn\src\main\resources\static\vendor\jquery\jquery-3.4.1.min.js", "JavaScript", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 3
"d:\do_an_duong\PlaceUp\BE_DuAn\src\main\resources\static\vendor\money-format\simple.money.format.js", "JavaScript", 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 55
"d:\do_an_duong\PlaceUp\BE_DuAn\src\main\resources\static\vendor\pagination\jquery.simplePagination.js", "JavaScript", 322, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 54, 398
"d:\do_an_duong\PlaceUp\BE_DuAn\src\main\resources\static\vendor\pagination\simplePagination.css", "CSS", 0, 0, 0, 0, 179, 0, 0, 0, 0, 0, 14, 25, 218
"d:\do_an_duong\PlaceUp\BE_DuAn\src\main\resources\static\vendor\slick\config.rb", "Ruby", 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 2, 10
"d:\do_an_duong\PlaceUp\BE_DuAn\src\main\resources\static\vendor\slick\fonts\slick.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 2, 15
"d:\do_an_duong\PlaceUp\BE_DuAn\src\main\resources\static\vendor\slick\slick-theme.css", "CSS", 0, 0, 0, 0, 170, 0, 0, 0, 0, 0, 4, 31, 205
"d:\do_an_duong\PlaceUp\BE_DuAn\src\main\resources\static\vendor\slick\slick-theme.less", "Less", 0, 152, 0, 0, 0, 0, 0, 0, 0, 0, 5, 12, 169
"d:\do_an_duong\PlaceUp\BE_DuAn\src\main\resources\static\vendor\slick\slick-theme.scss", "SCSS", 0, 0, 0, 170, 0, 0, 0, 0, 0, 0, 9, 16, 195
"d:\do_an_duong\PlaceUp\BE_DuAn\src\main\resources\static\vendor\slick\slick.css", "CSS", 0, 0, 0, 0, 104, 0, 0, 0, 0, 0, 1, 15, 120
"d:\do_an_duong\PlaceUp\BE_DuAn\src\main\resources\static\vendor\slick\slick.js", "JavaScript", 2119, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 846, 3012
"d:\do_an_duong\PlaceUp\BE_DuAn\src\main\resources\static\vendor\slick\slick.less", "Less", 0, 87, 0, 0, 0, 0, 0, 0, 0, 0, 1, 13, 101
"d:\do_an_duong\PlaceUp\BE_DuAn\src\main\resources\static\vendor\slick\slick.min.js", "JavaScript", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\do_an_duong\PlaceUp\BE_DuAn\src\main\resources\static\vendor\slick\slick.scss", "SCSS", 0, 0, 0, 87, 0, 0, 0, 0, 0, 0, 1, 13, 101
"d:\do_an_duong\PlaceUp\BE_DuAn\src\main\resources\static\vendor\toastr\toastr.min.css", "CSS", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 5, 0, 6
"d:\do_an_duong\PlaceUp\BE_DuAn\src\main\resources\static\vendor\toastr\toastr.min.js", "JavaScript", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 7
"d:\do_an_duong\PlaceUp\BE_DuAn\src\main\resources\static\vendor\zoom-master\LICENSE.md", "Markdown", 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 4, 21
"d:\do_an_duong\PlaceUp\BE_DuAn\src\main\resources\static\vendor\zoom-master\bower.json", "JSON", 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29
"d:\do_an_duong\PlaceUp\BE_DuAn\src\main\resources\static\vendor\zoom-master\demo.html", "HTML", 0, 0, 0, 0, 0, 62, 0, 0, 0, 0, 0, 6, 68
"d:\do_an_duong\PlaceUp\BE_DuAn\src\main\resources\static\vendor\zoom-master\jquery.zoom.js", "JavaScript", 195, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 27, 237
"d:\do_an_duong\PlaceUp\BE_DuAn\src\main\resources\static\vendor\zoom-master\jquery.zoom.min.js", "JavaScript", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 6
"d:\do_an_duong\PlaceUp\BE_DuAn\src\main\resources\static\vendor\zoom-master\package.json", "JSON", 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 1, 28
"d:\do_an_duong\PlaceUp\BE_DuAn\src\main\resources\static\vendor\zoom-master\readme.md", "Markdown", 0, 0, 0, 0, 0, 0, 0, 69, 0, 0, 0, 32, 101
"Total", "-", 32721, 239, 56, 257, 40029, 7393, 8, 86, 8904, 290, 9297, 13838, 113118